@relation solicitantes

@attribute edad_del_peticionario real
@attribute nivel_de_estudios {ninguno, licenciatura, posgrado}
@attribute nivel_de_renta {alto, medio, bajo}
@attribute patrimonio {alto, medio, bajo}
@attribute numero_de_hijos real
@attribute tamano_del_credito real
@attribute funcionario {si, no}
@attribute autorizado {si, no}

@data
48,ninguno,bajo,bajo,5,17886,no,no
31,ninguno,medio,alto,3,52803,si,no
23,licenciatura,bajo,medio,5,662,no,si
26,licenciatura,medio,alto,1,51934,si,si
46,posgrado,medio,medio,0,17503,si,si
34,ninguno,bajo,bajo,3,7800,no,no
26,licenciatura,bajo,bajo,1,19528,no,si
38,licenciatura,alto,alto,0,95710,si,si
20,licenciatura,medio,alto,3,82062,si,si
44,ninguno,bajo,bajo,6,11703,no,no
50,ninguno,bajo,bajo,5,4545,no,no
41,ninguno,medio,alto,1,55006,si,no
54,posgrado,medio,medio,2,90987,si,si
26,ninguno,medio,medio,0,83649,si,no
27,licenciatura,bajo,bajo,5,3278,no,no
24,licenciatura,medio,alto,0,68867,no,no
38,licenciatura,bajo,bajo,1,4293,no,no
49,ninguno,medio,medio,3,33749,no,no
45,ninguno,bajo,bajo,3,17278,no,no
39,licenciatura,medio,bajo,2,38712,si,si
26,licenciatura,medio,medio,0,60644,si,si
34,ninguno,medio,medio,1,2308,si,si
42,ninguno,bajo,bajo,1,15161,no,no
37,licenciatura,medio,alto,1,16489,si,si
57,ninguno,bajo,bajo,6,8800,si,si
55,posgrado,medio,alto,0,14393,si,si
40,licenciatura,alto,alto,0,92836,no,no
48,ninguno,bajo,alto,6,19779,si,no
44,ninguno,bajo,bajo,2,17538,no,si
48,ninguno,medio,bajo,1,20421,si,si
25,ninguno,medio,medio,0,77914,si,si
21,licenciatura,medio,medio,2,54157,si,si
25,licenciatura,medio,medio,1,64554,no,no
35,licenciatura,medio,medio,1,47743,si,si
49,ninguno,bajo,bajo,3,14424,no,no
21,licenciatura,medio,alto,3,16288,si,si
31,licenciatura,medio,medio,0,7895,no,no
56,ninguno,bajo,bajo,2,8063,no,no
59,ninguno,bajo,bajo,1,4945,si,no
32,licenciatura,medio,alto,3,96979,si,si
52,ninguno,bajo,bajo,5,16117,no,no
52,ninguno,bajo,bajo,4,1098,no,no
54,ninguno,bajo,bajo,3,13121,no,si
26,licenciatura,alto,bajo,1,44930,si,si
48,ninguno,bajo,bajo,4,11729,si,no
22,ninguno,medio,bajo,0,1747,si,no
35,licenciatura,bajo,bajo,6,2317,no,no
26,licenciatura,bajo,medio,3,15982,no,no
57,ninguno,bajo,bajo,6,7802,no,no
32,licenciatura,bajo,bajo,1,13883,si,no
55,ninguno,bajo,bajo,4,3817,no,no
58,posgrado,medio,medio,2,68054,si,si
35,licenciatura,bajo,bajo,4,14928,si,si
41,posgrado,medio,medio,1,34149,si,si
33,licenciatura,bajo,bajo,4,3963,si,no
54,ninguno,bajo,medio,4,18087,si,si
23,licenciatura,medio,alto,2,71640,si,si
54,ninguno,bajo,bajo,1,3561,no,no
46,posgrado,medio,alto,0,96289,si,si
54,ninguno,bajo,bajo,3,17840,no,si
27,licenciatura,medio,medio,1,89914,si,si
25,ninguno,medio,alto,3,84028,si,si
31,ninguno,medio,medio,0,17843,si,si
33,licenciatura,medio,alto,0,51970,si,si
39,ninguno,bajo,medio,5,2212,si,si
54,ninguno,bajo,bajo,2,4725,no,no
31,ninguno,bajo,bajo,3,10152,no,no
33,licenciatura,medio,medio,2,22020,no,no
22,ninguno,medio,medio,1,37040,si,no
58,posgrado,medio,alto,1,37040,si,si
39,licenciatura,medio,medio,2,33628,si,si
34,licenciatura,bajo,medio,4,17654,no,si
41,ninguno,bajo,medio,3,8646,si,no
57,ninguno,bajo,bajo,3,18058,no,no
34,ninguno,bajo,medio,2,3016,si,no
39,ninguno,medio,medio,0,85137,si,no
35,licenciatura,medio,bajo,1,93733,si,si
47,ninguno,bajo,bajo,1,10483,no,si
55,ninguno,bajo,bajo,3,18039,no,no
50,ninguno,bajo,bajo,1,14312,no,no
51,ninguno,alto,alto,1,77621,si,si
53,ninguno,bajo,bajo,1,7342,si,no
47,posgrado,bajo,bajo,5,17166,no,si
30,ninguno,medio,bajo,3,3479,no,no
39,licenciatura,bajo,bajo,3,3119,no,no
42,ninguno,bajo,bajo,4,5279,no,no
48,ninguno,bajo,bajo,2,2852,no,no
43,ninguno,bajo,bajo,4,10271,no,no
35,ninguno,medio,bajo,1,41786,si,si
30,posgrado,medio,medio,2,74831,si,si
27,licenciatura,medio,alto,3,36937,si,si
21,ninguno,bajo,bajo,1,8423,no,no
24,licenciatura,bajo,medio,1,8079,si,si
41,ninguno,bajo,bajo,3,11141,no,no
58,ninguno,medio,bajo,0,57114,si,si
29,licenciatura,bajo,bajo,6,18344,no,no
27,ninguno,bajo,bajo,1,18049,no,no
43,ninguno,bajo,bajo,5,17401,no,no
45,ninguno,bajo,bajo,3,10566,no,no
57,ninguno,bajo,bajo,5,11985,no,no
24,ninguno,bajo,medio,6,2760,si,no
20,licenciatura,bajo,medio,3,3140,si,si
22,licenciatura,medio,alto,3,49069,si,si
53,ninguno,medio,medio,1,98659,si,no
30,ninguno,bajo,bajo,6,2705,no,si
54,ninguno,bajo,bajo,1,10789,no,no
59,ninguno,bajo,bajo,3,13856,no,no
32,licenciatura,medio,alto,0,75045,si,si
50,ninguno,bajo,medio,4,19859,no,si
39,licenciatura,bajo,bajo,2,18341,no,no
53,ninguno,bajo,bajo,4,11107,si,no
28,licenciatura,medio,medio,0,23459,si,si
49,ninguno,medio,medio,3,86314,si,si
27,licenciatura,bajo,bajo,1,10227,no,si
40,licenciatura,medio,medio,3,5593,si,si
36,licenciatura,medio,alto,3,4666,si,si
25,licenciatura,medio,medio,3,3347,no,no
58,posgrado,medio,bajo,3,43399,si,si
41,ninguno,bajo,medio,1,506,no,no
25,ninguno,medio,bajo,0,76225,si,si
40,licenciatura,alto,medio,0,60506,si,si
27,licenciatura,bajo,bajo,5,15894,si,no
39,ninguno,medio,alto,2,43382,si,si
36,posgrado,medio,alto,3,15905,si,si
24,licenciatura,medio,medio,1,52134,si,si
44,ninguno,bajo,bajo,4,19167,no,no
58,ninguno,bajo,bajo,1,16710,no,no
46,ninguno,bajo,bajo,3,18333,no,si
59,ninguno,bajo,bajo,1,3267,no,no
28,licenciatura,bajo,bajo,1,3231,no,no
36,ninguno,bajo,bajo,2,8746,si,si
26,ninguno,medio,alto,3,44397,si,si
30,licenciatura,bajo,medio,2,8318,no,no
31,licenciatura,medio,medio,3,36413,si,si
53,ninguno,medio,alto,0,59549,si,si
20,licenciatura,medio,alto,0,33998,no,si
55,ninguno,medio,alto,3,18482,si,si
40,ninguno,bajo,bajo,1,10122,no,no
34,licenciatura,alto,alto,1,49635,no,si
41,ninguno,bajo,bajo,6,2343,no,no
53,posgrado,medio,medio,0,71323,si,no
24,posgrado,medio,bajo,3,40713,si,si
40,posgrado,medio,alto,3,47588,si,si
30,licenciatura,medio,medio,0,69633,si,si
21,licenciatura,bajo,bajo,1,9194,no,no
59,ninguno,medio,alto,0,44974,no,no
38,ninguno,medio,medio,1,69549,si,si
53,ninguno,bajo,bajo,3,10771,no,no
53,ninguno,bajo,bajo,2,3478,no,si
23,licenciatura,medio,alto,0,61382,si,si
46,ninguno,medio,alto,0,96070,si,si
57,ninguno,bajo,bajo,5,6241,si,no
20,licenciatura,medio,bajo,3,21172,si,si
54,posgrado,medio,bajo,1,19488,si,si
25,ninguno,bajo,bajo,6,13326,no,si
26,licenciatura,medio,medio,0,67548,si,no
21,ninguno,medio,bajo,0,88527,no,si
39,ninguno,bajo,bajo,5,2748,no,no
48,posgrado,medio,medio,0,58697,si,si
44,posgrado,medio,medio,2,42155,si,si
59,ninguno,alto,bajo,1,96995,si,si
44,ninguno,bajo,bajo,4,11243,si,si
44,ninguno,bajo,medio,2,14280,no,si
28,licenciatura,bajo,bajo,5,10119,no,no
60,ninguno,bajo,bajo,4,14033,no,no
48,ninguno,bajo,bajo,1,9965,si,no
47,ninguno,bajo,bajo,3,2542,no,no
57,ninguno,medio,medio,3,56719,no,no
28,licenciatura,alto,medio,0,13944,no,si
55,posgrado,medio,medio,3,99312,si,no
34,licenciatura,medio,alto,3,24171,si,si
26,posgrado,medio,bajo,3,84135,si,no
54,ninguno,bajo,bajo,2,19605,no,no
40,licenciatura,bajo,bajo,6,14399,no,no
48,ninguno,bajo,bajo,5,1956,si,si
58,ninguno,bajo,bajo,3,13384,no,no
35,licenciatura,medio,medio,3,49559,no,no
21,licenciatura,bajo,bajo,5,615,no,si
22,licenciatura,medio,alto,0,28024,si,si
45,ninguno,bajo,bajo,1,1482,si,no
43,ninguno,bajo,bajo,5,14347,no,no
56,posgrado,medio,alto,0,27066,si,si
44,ninguno,bajo,bajo,4,12560,no,no
23,licenciatura,medio,alto,2,23923,si,si
43,ninguno,bajo,bajo,2,13760,no,si
31,licenciatura,medio,bajo,2,92299,si,no
44,posgrado,medio,medio,1,29915,si,si
49,ninguno,medio,alto,2,51913,si,si
59,ninguno,bajo,medio,1,15238,si,no
35,ninguno,bajo,bajo,2,2755,si,no
49,posgrado,medio,alto,0,28718,si,si
43,ninguno,medio,medio,0,4312,si,si
53,ninguno,medio,medio,2,81526,no,no
28,licenciatura,bajo,bajo,3,7829,no,no
57,posgrado,medio,bajo,2,59764,si,si
48,posgrado,medio,bajo,0,50223,si,si
38,licenciatura,bajo,bajo,4,5171,si,no
54,ninguno,bajo,bajo,3,13690,no,no
30,ninguno,bajo,bajo,5,18961,si,no
33,licenciatura,bajo,bajo,4,18246,si,no
22,licenciatura,medio,bajo,1,5693,si,si
49,ninguno,bajo,bajo,4,17745,si,si
50,posgrado,alto,bajo,0,77502,si,si
35,ninguno,medio,bajo,2,36850,si,si
27,licenciatura,medio,bajo,3,85301,si,si
52,ninguno,medio,alto,2,44606,si,no
30,licenciatura,bajo,bajo,4,14586,si,si
46,ninguno,bajo,bajo,1,5814,no,si
49,posgrado,medio,medio,1,27310,si,no
57,ninguno,bajo,bajo,1,8166,no,no
43,ninguno,bajo,bajo,6,1337,no,no
44,posgrado,medio,alto,1,97110,si,no
27,licenciatura,medio,bajo,3,22761,si,si
28,licenciatura,alto,alto,1,27316,si,si
50,posgrado,medio,medio,1,67900,si,si
50,ninguno,medio,bajo,3,22391,si,si
44,ninguno,bajo,bajo,1,7905,si,no
51,ninguno,medio,medio,3,72321,si,si
43,posgrado,alto,medio,0,26543,si,si
36,licenciatura,medio,alto,3,50449,si,si
25,licenciatura,bajo,alto,4,2187,no,si
55,posgrado,bajo,medio,3,9848,no,no
56,posgrado,medio,alto,0,63792,si,si
37,posgrado,medio,medio,2,60470,si,si
38,ninguno,bajo,medio,6,10222,si,no
21,ninguno,medio,alto,2,47098,si,si
41,posgrado,medio,alto,3,83858,si,no
57,ninguno,bajo,bajo,4,2932,no,no
40,licenciatura,bajo,bajo,5,16698,no,no
27,licenciatura,alto,bajo,3,24425,si,si
29,ninguno,medio,alto,2,1062,si,no
26,licenciatura,bajo,bajo,1,18899,no,si
25,ninguno,medio,alto,2,3812,si,no
21,licenciatura,bajo,bajo,3,15284,si,no
36,ninguno,bajo,bajo,2,3990,si,no
38,ninguno,bajo,bajo,6,17922,si,no
38,licenciatura,medio,medio,1,74067,si,si
36,licenciatura,bajo,bajo,2,8156,si,no
42,ninguno,medio,bajo,1,71110,si,si
28,posgrado,medio,bajo,0,66477,si,si
42,posgrado,medio,alto,3,79188,si,si
38,ninguno,medio,medio,1,70183,si,si
45,ninguno,bajo,bajo,3,18344,no,no
20,licenciatura,medio,alto,1,34909,si,si
22,licenciatura,bajo,medio,2,13058,si,si
42,ninguno,bajo,bajo,4,5465,no,si
30,licenciatura,alto,alto,0,59387,no,no
51,posgrado,medio,bajo,0,86169,si,si
42,ninguno,medio,alto,0,16201,si,si
32,licenciatura,medio,bajo,1,18349,si,no
46,ninguno,bajo,alto,1,11104,si,no
55,ninguno,bajo,medio,1,14102,si,no
57,ninguno,bajo,bajo,4,8326,no,no
50,posgrado,alto,alto,2,77011,si,si
36,licenciatura,bajo,bajo,6,8521,no,no
36,licenciatura,bajo,bajo,5,8727,no,no
37,licenciatura,bajo,bajo,2,14816,no,no
36,ninguno,medio,medio,1,84668,si,no
23,licenciatura,medio,bajo,3,61730,si,no
54,ninguno,bajo,bajo,1,3328,si,si
46,posgrado,medio,medio,1,40084,si,si
53,ninguno,medio,medio,2,73263,si,si
52,ninguno,bajo,bajo,4,6889,si,no
57,posgrado,medio,medio,0,81578,si,si
59,ninguno,bajo,bajo,2,5461,no,no
43,ninguno,bajo,bajo,5,19364,no,si
30,licenciatura,bajo,bajo,2,10421,no,si
49,ninguno,bajo,bajo,1,17464,no,no
36,licenciatura,bajo,bajo,4,10971,no,no
59,ninguno,bajo,bajo,6,14868,no,no
22,licenciatura,alto,alto,3,14803,si,si
50,ninguno,alto,medio,0,56923,si,si
53,ninguno,bajo,bajo,3,14327,si,no
26,ninguno,bajo,bajo,1,19614,no,no
38,licenciatura,medio,medio,3,78937,si,si
58,ninguno,bajo,medio,4,14754,si,no
30,licenciatura,bajo,medio,3,5952,si,si
27,licenciatura,medio,medio,2,40163,si,si
24,licenciatura,medio,medio,3,49779,si,no
22,ninguno,medio,medio,1,99797,si,si
46,ninguno,bajo,medio,2,1843,no,si
22,licenciatura,medio,medio,2,77426,si,si
41,ninguno,bajo,bajo,2,13184,no,no
51,ninguno,bajo,bajo,6,7505,no,no
58,ninguno,bajo,bajo,4,9455,no,no
55,posgrado,medio,alto,3,87572,si,si
47,posgrado,medio,alto,3,84232,no,no
24,licenciatura,bajo,bajo,2,13549,no,no
44,posgrado,alto,alto,2,47760,si,si
33,licenciatura,bajo,medio,4,14172,si,no
57,posgrado,medio,medio,0,78056,si,no
53,ninguno,bajo,bajo,2,5198,si,si
22,ninguno,bajo,medio,1,14795,si,no
46,posgrado,alto,medio,0,90882,si,si
21,ninguno,medio,medio,0,15479,si,no
24,ninguno,bajo,bajo,2,3671,si,no
26,ninguno,alto,medio,1,75488,si,si
32,licenciatura,medio,bajo,0,3051,si,si
32,ninguno,medio,medio,0,64349,no,si
44,posgrado,medio,medio,1,14300,si,si
58,posgrado,alto,alto,0,1697,no,no
31,posgrado,bajo,bajo,2,7378,no,no
51,ninguno,bajo,bajo,3,19459,no,no
51,ninguno,medio,medio,0,97246,si,no
56,posgrado,alto,alto,3,25056,si,si
56,posgrado,medio,alto,1,51596,si,si
57,ninguno,bajo,bajo,3,16044,no,no
53,ninguno,bajo,bajo,6,8349,no,no
44,ninguno,bajo,bajo,6,4577,no,no
20,licenciatura,medio,alto,3,86088,si,si
20,licenciatura,bajo,alto,2,10449,si,si
28,licenciatura,bajo,bajo,2,11275,no,si
28,licenciatura,medio,alto,3,70187,si,si
24,ninguno,bajo,bajo,4,7050,no,no
60,ninguno,bajo,bajo,2,16869,si,no
52,posgrado,medio,bajo,0,93086,si,si
59,posgrado,bajo,bajo,6,18554,no,no
45,ninguno,bajo,bajo,3,3683,no,no
42,ninguno,bajo,bajo,6,16981,no,no
35,licenciatura,bajo,bajo,1,16278,si,si
28,licenciatura,medio,alto,2,26023,si,si
29,posgrado,medio,medio,1,21514,si,si
52,posgrado,medio,alto,0,93519,no,no
26,ninguno,medio,alto,2,52130,si,si
47,ninguno,bajo,bajo,4,13653,no,no
26,ninguno,medio,bajo,3,1812,si,no
60,posgrado,bajo,bajo,5,13858,no,no
22,licenciatura,alto,bajo,2,94850,si,si
24,ninguno,bajo,bajo,4,7316,no,no
57,ninguno,bajo,bajo,6,16740,no,no
41,ninguno,medio,alto,2,81103,si,si
51,ninguno,bajo,bajo,3,2375,no,no
24,licenciatura,medio,medio,2,74637,si,si
39,licenciatura,bajo,bajo,3,7526,no,no
50,posgrado,bajo,bajo,6,18161,no,no
25,ninguno,medio,alto,0,79000,si,si
38,licenciatura,medio,bajo,2,57100,si,no
23,licenciatura,bajo,medio,6,10451,si,no
34,licenciatura,bajo,bajo,3,10869,no,no
58,ninguno,medio,alto,2,97281,si,si
42,posgrado,medio,medio,2,5647,si,si
54,ninguno,bajo,bajo,1,8030,no,no
43,ninguno,bajo,bajo,1,9493,no,no
50,posgrado,bajo,bajo,2,17063,si,no
36,licenciatura,medio,alto,2,13545,no,si
41,posgrado,medio,medio,0,46520,si,si
52,ninguno,bajo,bajo,4,13844,no,no
60,posgrado,alto,medio,1,58570,si,si
55,ninguno,bajo,bajo,6,18191,no,no
34,posgrado,alto,medio,3,47932,si,no
21,licenciatura,alto,alto,3,63051,si,si
44,ninguno,bajo,bajo,6,17680,no,si
60,ninguno,bajo,bajo,2,1143,no,no
56,ninguno,medio,alto,3,86702,si,si
25,licenciatura,alto,bajo,0,44221,si,si
37,ninguno,medio,medio,0,52419,si,si
57,posgrado,medio,alto,2,19273,si,no
54,posgrado,alto,alto,2,83075,si,si
27,licenciatura,medio,alto,2,94695,si,si
60,ninguno,medio,medio,1,1979,si,si
31,ninguno,medio,bajo,3,49707,si,si
33,licenciatura,bajo,bajo,6,1194,no,si
22,licenciatura,bajo,bajo,6,16284,no,no
58,ninguno,bajo,bajo,2,10195,no,no
30,ninguno,medio,alto,3,36151,si,si
56,ninguno,bajo,bajo,3,7412,no,no
42,ninguno,bajo,bajo,1,10304,no,no
23,licenciatura,medio,medio,0,76875,si,si
48,posgrado,medio,medio,0,91077,si,no
42,ninguno,medio,medio,2,69044,si,si
43,posgrado,medio,bajo,2,65912,si,si
59,ninguno,medio,medio,3,31468,si,si
26,ninguno,medio,medio,0,87648,si,si
22,licenciatura,medio,medio,1,5306,si,si
24,ninguno,medio,alto,3,23767,si,no
21,licenciatura,medio,alto,0,93933,si,no
34,licenciatura,medio,alto,1,51980,si,si
34,ninguno,bajo,bajo,1,19235,no,no
50,ninguno,bajo,bajo,5,10186,no,no
29,licenciatura,bajo,bajo,2,9215,no,no
52,posgrado,medio,medio,1,64226,si,si
55,ninguno,bajo,bajo,5,1343,si,si
39,licenciatura,medio,bajo,3,96456,si,si
37,licenciatura,medio,medio,0,85545,si,si
23,ninguno,medio,alto,2,4029,no,si
48,ninguno,medio,bajo,1,90516,si,si
55,posgrado,medio,alto,1,90565,si,si
24,licenciatura,medio,medio,3,26719,si,si
23,licenciatura,medio,bajo,3,98122,no,no
47,posgrado,medio,bajo,0,43840,si,si
32,ninguno,bajo,bajo,2,4150,no,si
59,ninguno,medio,medio,0,65354,si,si
57,ninguno,bajo,medio,3,14348,si,si
33,posgrado,alto,medio,2,4011,si,si
60,ninguno,bajo,bajo,1,10410,no,no
52,ninguno,bajo,bajo,4,19593,no,no
49,posgrado,medio,medio,1,3160,no,no
25,licenciatura,medio,medio,1,23840,si,si
55,ninguno,bajo,bajo,6,17634,no,si
28,ninguno,medio,bajo,0,25169,si,si
29,ninguno,bajo,bajo,6,12744,si,no
47,posgrado,medio,medio,2,51131,si,si
26,licenciatura,bajo,bajo,1,2301,no,no
38,ninguno,medio,bajo,3,88357,no,no
30,licenciatura,bajo,bajo,6,3443,no,si
57,posgrado,medio,medio,1,36905,si,si
51,ninguno,medio,alto,2,92444,si,si
35,licenciatura,medio,bajo,1,25321,si,si
20,licenciatura,medio,medio,0,44422,si,si
49,ninguno,medio,medio,3,34401,si,si
54,ninguno,bajo,bajo,3,15325,si,no
49,posgrado,medio,medio,0,20078,si,si
59,posgrado,alto,alto,1,77255,si,si
60,ninguno,bajo,bajo,6,3319,no,no
46,ninguno,bajo,bajo,4,6787,no,no
51,ninguno,bajo,bajo,6,2031,no,no
21,licenciatura,medio,medio,2,95458,si,no
44,posgrado,medio,medio,0,72100,si,si
38,licenciatura,medio,bajo,1,20167,no,si
21,licenciatura,bajo,bajo,3,19481,no,no
60,ninguno,bajo,bajo,1,2374,no,no
38,licenciatura,bajo,bajo,6,5772,si,si
41,ninguno,bajo,bajo,4,4171,no,no
54,posgrado,medio,medio,3,35555,si,si
31,licenciatura,bajo,bajo,3,14411,no,no
50,ninguno,bajo,bajo,5,18265,no,no
39,licenciatura,bajo,bajo,2,19831,no,no
35,licenciatura,medio,medio,2,92761,si,si
29,ninguno,bajo,bajo,4,11994,no,si
58,ninguno,bajo,bajo,3,14578,no,no
52,ninguno,bajo,bajo,3,7150,no,no
36,licenciatura,medio,bajo,0,41224,no,no
23,licenciatura,medio,alto,0,64162,si,si
35,licenciatura,bajo,bajo,2,8952,no,no
58,ninguno,bajo,bajo,6,10700,si,si
29,licenciatura,medio,medio,0,62872,si,si
34,licenciatura,bajo,bajo,3,9719,no,si
32,licenciatura,medio,alto,2,84077,si,si
42,ninguno,bajo,medio,5,9362,si,no
53,ninguno,bajo,bajo,6,3419,si,no
33,ninguno,medio,medio,3,94346,no,no
43,ninguno,bajo,bajo,1,3969,no,no
60,ninguno,bajo,medio,5,8883,no,no
44,posgrado,bajo,bajo,6,19807,no,no
57,posgrado,medio,bajo,1,14758,no,no
59,posgrado,alto,bajo,0,69850,si,si
36,licenciatura,bajo,bajo,2,12363,no,no
27,ninguno,medio,bajo,0,34580,si,si
53,ninguno,bajo,bajo,4,12628,no,no
55,ninguno,bajo,bajo,6,14406,no,no
56,ninguno,bajo,medio,5,10651,si,no
55,ninguno,medio,bajo,0,66217,si,si
29,licenciatura,medio,bajo,0,23643,si,si
54,posgrado,medio,medio,2,28881,si,no
59,ninguno,bajo,bajo,1,3403,no,no
41,posgrado,medio,alto,2,26502,si,si
41,ninguno,bajo,bajo,2,1996,no,si
31,ninguno,medio,alto,0,26902,si,si
50,ninguno,medio,medio,3,11109,no,no
47,ninguno,bajo,bajo,6,15216,si,no
39,ninguno,medio,alto,0,98250,no,si
36,licenciatura,medio,medio,0,72745,si,si
48,ninguno,medio,bajo,2,92551,si,si
24,licenciatura,bajo,bajo,5,16434,no,no
48,ninguno,bajo,bajo,6,14877,no,no
57,ninguno,bajo,bajo,2,19491,no,no
44,ninguno,bajo,bajo,3,3457,no,no
23,ninguno,bajo,bajo,1,8320,no,no
42,posgrado,medio,bajo,0,990,si,si
57,posgrado,medio,medio,3,18952,si,si
25,posgrado,medio,medio,0,55326,si,si
33,ninguno,medio,bajo,3,18083,no,no
30,licenciatura,alto,bajo,2,52092,si,si
58,ninguno,bajo,bajo,1,7546,no,no
27,licenciatura,bajo,medio,4,19982,si,no
32,ninguno,medio,bajo,3,82143,si,si
28,licenciatura,bajo,bajo,3,7359,si,no
28,licenciatura,bajo,bajo,6,7155,no,no
22,licenciatura,bajo,medio,6,18234,si,no
30,licenciatura,medio,medio,2,8798,si,si
58,ninguno,bajo,medio,4,13700,no,no
33,licenciatura,alto,medio,0,87511,si,si
50,ninguno,bajo,bajo,6,11853,no,no
48,posgrado,medio,medio,2,25090,si,si
21,licenciatura,medio,alto,1,25751,si,si
58,ninguno,bajo,bajo,5,17472,no,no
43,posgrado,medio,bajo,1,52720,si,si
43,ninguno,medio,alto,1,67751,no,no
51,ninguno,bajo,bajo,4,17891,no,no
51,ninguno,bajo,bajo,2,8049,no,no
22,licenciatura,medio,bajo,0,70286,si,no
53,ninguno,alto,medio,1,32332,si,si
37,licenciatura,bajo,bajo,2,11936,no,no
53,ninguno,medio,alto,0,39075,si,si
28,licenciatura,medio,medio,0,84999,si,no
55,ninguno,bajo,bajo,5,14385,no,no
57,posgrado,medio,bajo,0,10630,si,si
24,ninguno,medio,bajo,3,54068,si,si
26,ninguno,alto,bajo,3,30456,si,si
26,licenciatura,medio,alto,1,67839,si,si
45,ninguno,bajo,bajo,4,14942,no,no
23,licenciatura,bajo,medio,6,8976,si,si
25,ninguno,medio,bajo,3,23456,si,si
49,ninguno,medio,alto,0,7981,si,si
40,licenciatura,alto,alto,1,62252,si,si
56,posgrado,alto,medio,2,3342,si,si
36,posgrado,medio,medio,2,11640,si,si
27,ninguno,medio,bajo,1,72268,si,no
45,posgrado,medio,medio,0,61715,si,si
33,ninguno,medio,bajo,3,89186,si,no
26,ninguno,medio,bajo,2,92675,si,no
27,licenciatura,bajo,bajo,3,9723,si,si
26,licenciatura,alto,medio,3,88611,si,si
33,licenciatura,medio,alto,2,12593,si,no
26,licenciatura,bajo,bajo,6,15617,no,si
36,licenciatura,medio,bajo,1,93622,si,si
31,posgrado,bajo,bajo,5,3868,no,no
58,ninguno,bajo,bajo,4,16050,no,no
21,licenciatura,bajo,bajo,4,8251,no,no
39,licenciatura,medio,alto,0,4994,si,si
57,ninguno,bajo,bajo,1,12255,no,no
54,ninguno,bajo,bajo,4,609,si,no
48,posgrado,bajo,bajo,4,17820,no,no
23,licenciatura,bajo,medio,3,4810,si,no
32,licenciatura,medio,medio,3,27676,si,si
45,ninguno,bajo,bajo,3,4559,no,no
32,licenciatura,medio,bajo,2,24149,si,si
50,ninguno,bajo,medio,5,5123,si,si
25,licenciatura,bajo,bajo,2,19114,si,no
33,licenciatura,bajo,bajo,6,6396,no,no
32,ninguno,medio,medio,2,64913,no,no
31,licenciatura,medio,bajo,1,90244,si,no
27,licenciatura,medio,medio,1,48293,si,si
21,licenciatura,medio,medio,0,69066,si,si
55,ninguno,medio,medio,2,56392,si,si
51,ninguno,bajo,bajo,3,12889,si,no
51,posgrado,alto,medio,0,41226,si,si
36,ninguno,bajo,bajo,3,11663,si,no
52,ninguno,bajo,bajo,6,6375,no,no
57,ninguno,bajo,bajo,2,10607,no,no
28,ninguno,bajo,medio,6,3272,no,no
29,licenciatura,medio,alto,1,78535,si,si
42,posgrado,alto,medio,2,88689,si,si
35,ninguno,bajo,bajo,4,3057,no,no
47,ninguno,bajo,bajo,2,14663,no,no
48,posgrado,medio,medio,1,71105,si,no
50,ninguno,bajo,bajo,6,2147,no,no
34,licenciatura,medio,alto,3,52836,si,si
44,ninguno,bajo,bajo,4,15464,no,no
41,posgrado,medio,medio,2,98205,si,si
52,posgrado,alto,medio,3,22356,si,si
47,posgrado,medio,alto,3,72207,si,si
58,ninguno,medio,medio,1,20790,si,no
37,licenciatura,bajo,medio,6,4560,si,no
24,licenciatura,bajo,bajo,6,15297,no,no
55,ninguno,bajo,bajo,1,618,no,no
33,licenciatura,medio,bajo,1,61450,si,no
44,posgrado,medio,medio,3,76541,si,si
30,posgrado,medio,bajo,3,8413,si,si
28,licenciatura,medio,alto,0,9478,si,si
59,posgrado,medio,alto,0,27507,si,si
34,posgrado,bajo,bajo,2,8725,si,si
26,ninguno,bajo,bajo,5,7932,no,no
60,ninguno,bajo,bajo,6,14179,no,no
29,licenciatura,medio,medio,0,17877,si,si
42,ninguno,bajo,bajo,3,10515,no,no
39,licenciatura,medio,medio,1,53683,no,si
56,ninguno,bajo,bajo,4,14747,no,no
51,ninguno,medio,alto,3,50369,si,no
35,licenciatura,medio,bajo,1,62123,si,si
39,licenciatura,medio,alto,1,85397,si,no
21,licenciatura,alto,medio,0,8880,si,si
21,licenciatura,medio,medio,3,32715,si,no
22,licenciatura,medio,medio,3,63618,si,si
39,licenciatura,medio,alto,2,43510,si,si
49,posgrado,medio,medio,3,15786,si,si
32,licenciatura,bajo,bajo,6,14029,no,no
47,posgrado,medio,bajo,3,15659,si,si
51,ninguno,bajo,bajo,4,7155,si,si
41,posgrado,medio,bajo,2,99964,si,si
27,licenciatura,bajo,medio,4,6006,si,no
26,licenciatura,medio,alto,1,8435,si,si
28,ninguno,medio,bajo,3,81591,si,si
34,licenciatura,bajo,bajo,2,5502,no,no
50,ninguno,bajo,bajo,6,11975,si,no
22,licenciatura,medio,alto,1,7061,si,si
44,ninguno,bajo,bajo,1,15719,no,no
41,ninguno,bajo,bajo,1,9085,no,no
20,licenciatura,medio,bajo,2,37206,si,si
51,posgrado,medio,medio,3,85977,no,no
47,ninguno,medio,alto,1,2810,si,si
56,ninguno,bajo,bajo,3,2944,no,no
43,ninguno,bajo,bajo,2,14682,no,no
